1.234567890130000000e+11,8.020000000000000000e+02,7.020000000000000000e+02,6.020000000000000000e+02,5.020000000000000000e+02,4.020000000000000000e+02,3.020000000000000000e+02,2.020000000000000000e+02,1.020000000000000000e+02,3.200000000000000000e+01,2.200000000000000000e+01,1.200000000000000000e+01,5.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890135000000e+11,8.030000000000000000e+02,7.030000000000000000e+02,6.030000000000000000e+02,5.030000000000000000e+02,4.030000000000000000e+02,3.030000000000000000e+02,2.030000000000000000e+02,1.030000000000000000e+02,3.300000000000000000e+01,2.300000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890140000000e+11,8.040000000000000000e+02,7.040000000000000000e+02,6.040000000000000000e+02,5.040000000000000000e+02,4.040000000000000000e+02,3.040000000000000000e+02,2.040000000000000000e+02,1.040000000000000000e+02,3.400000000000000000e+01,2.400000000000000000e+01,1.400000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890145000000e+11,8.050000000000000000e+02,7.050000000000000000e+02,6.050000000000000000e+02,5.050000000000000000e+02,4.050000000000000000e+02,3.050000000000000000e+02,2.050000000000000000e+02,1.050000000000000000e+02,3.500000000000000000e+01,2.500000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+02,6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890150000000e+11,8.060000000000000000e+02,7.060000000000000000e+02,6.060000000000000000e+02,5.060000000000000000e+02,4.060000000000000000e+02,3.060000000000000000e+02,2.060000000000000000e+02,1.060000000000000000e+02,3.600000000000000000e+01,2.600000000000000000e+01,1.600000000000000000e+01,9.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890155000000e+11,8.070000000000000000e+02,7.070000000000000000e+02,6.070000000000000000e+02,5.070000000000000000e+02,4.070000000000000000e+02,3.070000000000000000e+02,2.070000000000000000e+02,1.070000000000000000e+02,3.700000000000000000e+01,2.700000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,9.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890160000000e+11,8.080000000000000000e+02,7.080000000000000000e+02,6.080000000000000000e+02,5.080000000000000000e+02,4.080000000000000000e+02,3.080000000000000000e+02,2.080000000000000000e+02,1.080000000000000000e+02,3.800000000000000000e+01,2.800000000000000000e+01,1.800000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890165000000e+11,8.090000000000000000e+02,7.090000000000000000e+02,6.090000000000000000e+02,5.090000000000000000e+02,4.090000000000000000e+02,3.090000000000000000e+02,2.090000000000000000e+02,1.090000000000000000e+02,3.900000000000000000e+01,2.900000000000000000e+01,1.900000000000000000e+01,1.200000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890170000000e+11,8.100000000000000000e+02,7.100000000000000000e+02,6.100000000000000000e+02,5.100000000000000000e+02,4.100000000000000000e+02,3.100000000000000000e+02,2.100000000000000000e+02,1.100000000000000000e+02,4.000000000000000000e+01,3.000000000000000000e+01,2.000000000000000000e+01,1.300000000000000000e+01,1.200000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.234567890175000000e+11,8.110000000000000000e+02,7.110000000000000000e+02,6.110000000000000000e+02,5.110000000000000000e+02,4.110000000000000000e+02,3.110000000000000000e+02,2.110000000000000000e+02,1.110000000000000000e+02,4.100000000000000000e+01,3.100000000000000000e+01,2.100000000000000000e+01,1.400000000000000000e+01,1.300000000000000000e+01,1.200000000000000000e+01,1.000000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
